1000
187	88
161	56
64	50
113	89
54	88
146	124
55	51
52	42
56	128
73	167
161	191
24	143
75	112
134	162
175	79
52	25
20	40
78	134
88	148
183	198
56	191
113	54
30	93
168	26
34	101
182	162
1	11
174	195
1	5
23	20
61	62
107	103
169	186
78	96
40	55
49	89
13	171
184	27
37	98
126	164
132	167
25	136
84	63
7	47
54	22
35	187
3	166
46	64
27	70
82	109
191	103
192	171
167	141
42	56
53	42
38	28
31	93
9	158
130	16
31	173
134	16
99	27
126	47
11	161
166	66
7	20
34	92
151	177
83	12
69	122
108	140
180	39
155	41
59	115
112	34
153	20
39	33
104	105
135	128
99	101
45	96
144	18
132	106
48	94
107	66
65	30
183	63
129	58
11	97
146	75
31	93
26	26
109	181
136	41
181	96
112	14
171	123
72	197
5	186
92	19
43	53
7	105
179	111
16	21
11	141
44	88
116	29
74	155
120	83
31	31
79	26
83	52
49	73
25	119
99	36
146	73
87	176
147	110
45	191
15	143
179	56
61	84
160	193
73	97
4	22
140	107
11	131
170	31
191	18
19	124
123	148
196	171
121	175
40	172
126	155
191	145
151	128
79	117
38	148
79	197
84	170
93	141
107	36
144	160
158	153
11	87
7	41
191	16
133	1
170	115
105	58
48	124
181	183
100	62
139	187
184	3
54	48
101	134
191	171
18	71
34	111
69	150
47	143
72	51
79	52
151	64
181	29
36	142
2	154
47	159
43	21
139	181
106	196
168	93
84	129
79	25
57	49
7	29
63	196
101	106
37	54
153	47
35	157
168	46
68	146
6	102
92	159
130	86
111	5
58	74
32	28
174	144
63	165
82	18
37	46
58	102
135	57
36	95
120	118
30	174
117	150
130	47
96	73
19	150
33	37
184	187
152	198
67	136
30	66
63	195
75	162
134	51
109	199
107	105
99	87
187	120
69	87
158	124
166	134
132	37
139	180
85	111
147	108
158	67
19	126
46	87
99	55
38	142
153	77
168	42
191	80
114	149
50	159
149	111
59	83
141	132
54	141
108	121
118	19
76	124
18	145
133	11
24	160
30	189
155	188
115	70
125	77
32	51
142	42
51	65
171	5
160	137
101	43
172	146
57	138
139	53
118	192
5	172
98	6
50	69
73	112
114	32
151	27
18	61
155	163
9	134
131	48
194	2
6	39
71	154
167	46
193	56
16	167
118	161
64	43
118	124
48	118
2	39
105	67
143	14
9	166
32	50
63	120
79	130
131	105
134	68
2	113
188	59
97	51
146	22
60	54
136	103
155	88
121	199
114	89
144	128
85	31
102	98
54	57
163	138
67	62
130	59
117	141
116	92
8	129
116	31
31	146
117	86
59	105
165	145
75	117
127	86
17	147
181	148
111	72
101	55
198	150
96	53
45	72
84	131
59	187
159	58
15	113
191	88
102	66
168	68
85	115
160	152
84	19
169	179
13	117
79	175
45	79
179	80
151	185
73	125
43	72
179	68
190	22
105	106
118	167
166	92
188	119
91	170
121	125
55	126
9	14
74	192
35	23
183	124
93	171
68	127
147	107
125	180
121	189
153	68
143	33
171	12
27	15
46	47
91	58
40	24
161	114
175	29
142	85
9	113
44	91
165	26
65	157
7	45
54	166
174	40
31	96
36	189
88	189
115	43
174	170
56	79
2	96
109	25
101	1
185	43
170	137
143	132
60	176
13	140
93	198
38	141
87	22
24	137
185	51
115	107
112	65
10	181
158	119
146	12
9	155
38	44
53	187
157	46
96	11
184	107
81	126
45	196
130	112
86	149
122	163
74	132
84	161
74	144
102	80
40	118
96	167
20	134
53	75
143	14
197	187
27	68
178	46
34	32
111	43
172	96
84	158
12	85
114	194
9	86
136	106
110	138
181	25
85	58
189	178
127	39
34	193
43	18
15	86
152	180
176	133
25	164
155	182
101	132
39	159
62	126
52	16
55	135
150	84
18	48
91	83
80	109
58	89
105	111
118	67
158	70
120	132
115	116
194	100
124	101
69	82
86	194
121	98
95	193
169	124
108	105
120	108
17	56
26	169
102	105
128	18
14	95
87	194
152	81
134	164
32	63
25	33
20	21
65	200
11	17
52	9
55	179
199	91
142	55
32	184
101	113
80	108
135	45
169	6
69	84
168	29
72	34
38	38
195	194
66	127
15	88
61	6
177	148
103	77
161	108
61	169
173	51
97	145
4	11
161	31
68	10
136	89
166	191
154	105
6	8
68	14
157	108
38	42
200	56
46	132
120	56
81	68
3	180
176	166
45	72
135	147
63	11
120	117
172	34
53	167
26	122
13	152
14	56
6	118
134	37
172	132
136	38
185	110
187	149
94	32
191	77
124	77
90	42
23	147
113	183
128	10
42	124
51	195
166	160
51	75
124	34
88	132
29	177
167	2
16	53
186	31
17	15
92	171
21	40
38	32
175	129
173	99
68	101
19	34
130	19
12	14
16	19
38	195
70	83
43	200
121	11
80	163
192	27
37	147
195	94
144	50
153	173
156	74
114	158
151	37
9	168
186	88
116	136
65	114
146	116
89	127
64	116
100	148
58	142
166	41
184	151
85	5
58	165
156	65
175	49
200	191
138	36
110	51
89	171
189	65
21	53
69	2
186	33
24	114
118	144
65	15
141	168
118	103
110	190
182	142
35	199
3	30
5	50
183	96
133	14
34	120
58	71
96	161
61	116
1	88
22	71
94	162
135	183
86	168
177	97
58	53
112	133
133	130
134	34
172	83
94	2
174	102
110	96
153	22
59	171
53	76
47	81
189	84
4	70
192	61
188	68
33	20
100	46
113	63
130	200
196	163
34	127
12	117
72	77
141	97
109	41
121	53
24	169
96	110
58	88
41	39
95	109
182	10
136	140
40	132
110	176
27	33
16	107
43	27
165	53
88	153
177	10
183	28
8	97
160	78
169	43
44	98
14	75
74	149
86	153
42	72
161	173
170	189
22	74
101	96
192	70
42	82
40	34
108	169
36	181
